User_ID,State,City_Tier,Age,Gender,Occupation,Income_INR,Total_Screen_Time,Social_Media_Hours,App_Usage_Category,Notification_Interaction_Rate,Sleep_Hours,Stress_Level,Physical_Activity_Level,Work_Life_Balance_Score
UID23346,Gujarat,Tier 1,21,Female,Tech,303000,5.3,2.7,Social,38.9,5.8,8,Low,7
UID23347,Telangana,Tier 1,21,Female,Student,4000,5.8,3.8,Productivity,53.2,7.3,5,High,10
UID23348,Karnataka,Tier 2,20,Female,Student,6000,17.3,10.7,Gaming,100.0,5.6,10,Low,6
UID23349,Maharashtra,Tier 3,19,Female,Freelancer,0,11.7,6.6,Social,57.5,5.8,9,Low,8
UID23350,Uttar Pradesh,Tier 3,37,Female,Corporate,210000,7.9,2.6,Gaming,26.1,6.8,8,Low,6
UID23351,Telangana,Tier 2,23,Male,Student,12000,12.8,9.1,Social,64.5,6.3,8,Low,9
UID23352,Tamil Nadu,Tier 2,33,Male,Corporate,527000,5.6,2.8,Social,19.8,6.4,7,Low,7
UID23353,Delhi,Tier 3,18,Male,Student,17000,10.4,6.9,Gaming,69.8,6.8,6,Medium,8
UID23354,Uttar Pradesh,Tier 1,23,Female,Student,18000,6.2,4.4,Gaming,42.8,6.1,8,Low,7
UID23355,Maharashtra,Tier 3,25,Male,Freelancer,0,6.9,4.6,Social,40.9,6.4,4,Medium,9
UID23356,Telangana,Tier 2,44,Male,Healthcare,706000,2.8,0.6,Social,13.7,7.2,4,High,10
UID23357,Maharashtra,Tier 3,20,Male,Freelancer,238000,7.8,4.7,Social,45.6,6.1,6,Medium,9
UID23358,Maharashtra,Tier 3,19,Female,Freelancer,33000,5.5,3.2,Social,52.4,6.6,7,Medium,9
UID23359,Uttar Pradesh,Tier 2,40,Male,Tech,538000,8.9,2.2,Productivity,40.8,5.4,10,Low,4
UID23360,Tamil Nadu,Tier 3,24,Male,Freelancer,133000,1.7,0.3,News,11.6,8.2,5,High,10
UID23361,Kerala,Tier 3,42,Male,Corporate,406000,5.8,2.8,Social,26.6,7.7,6,Medium,9
UID23362,Maharashtra,Tier 1,22,Female,Tech,286000,9.3,6.8,Social,68.2,6.1,6,Medium,9
UID23363,Delhi,Tier 2,25,Female,Unemployed,11000,12.7,6.7,Social,79.4,5.3,10,Low,5
UID23364,Tamil Nadu,Tier 2,40,Female,Corporate,989000,5.6,1.1,News,11.1,8.1,4,High,10
UID23365,West Bengal,Tier 3,26,Male,Corporate,338000,5.6,2.7,News,12.4,6.4,7,Medium,8
UID23366,Gujarat,Tier 3,27,Male,Tech,91000,6.1,1.6,Social,29.7,5.4,9,Low,5
UID23367,Telangana,Tier 1,18,Female,Unemployed,17000,5.1,3.2,Gaming,29.2,8.2,2,High,10
UID23368,Delhi,Tier 2,20,Female,Student,11000,4.4,3.2,Social,32.9,8.1,4,High,10
UID23369,Karnataka,Tier 2,21,Female,Student,2000,6.2,3.6,Social,45.0,6.1,6,Medium,8
UID23370,Tamil Nadu,Tier 3,35,Female,Tech,325000,5.3,1.3,Productivity,20.2,6.5,7,Low,7
UID23371,Rajasthan,Tier 3,23,Male,Tech,162000,7.8,5.0,Productivity,42.0,6.9,5,Medium,9
UID23372,Tamil Nadu,Tier 1,57,Female,Corporate,1973000,5.5,0.7,Social,19.8,7.4,4,High,10
UID23373,Tamil Nadu,Tier 2,21,Male,Tech,0,9.8,7.3,Gaming,58.6,7.1,7,Medium,8
UID23374,Karnataka,Tier 2,36,Male,Tech,286000,8.2,2.7,News,43.1,5.9,6,Low,6
UID23375,Tamil Nadu,Tier 2,22,Female,Tech,261000,6.2,3.1,Social,44.0,7.9,5,High,10
UID23376,Tamil Nadu,Tier 3,31,Female,Freelancer,95000,4.2,1.0,Productivity,15.0,5.5,10,Low,7
UID23377,Telangana,Tier 2,22,Female,Student,156000,7.6,4.3,Social,55.7,7.1,5,Medium,10
UID23378,Tamil Nadu,Tier 1,32,Male,Corporate,717000,8.5,3.0,Productivity,46.0,6.4,7,Low,6
UID23379,Uttar Pradesh,Tier 2,26,Male,Corporate,159000,7.6,1.9,Social,43.8,5.8,9,Low,5
UID23380,Tamil Nadu,Tier 2,21,Female,Student,7000,6.2,4.3,Gaming,39.4,7.9,5,High,10
UID23381,Uttar Pradesh,Tier 2,27,Male,Corporate,235000,6.4,3.0,Productivity,29.0,5.7,8,Low,6
UID23382,Maharashtra,Tier 1,31,Female,Corporate,866000,9.5,3.2,Productivity,43.1,5.5,7,Low,6
UID23383,West Bengal,Tier 3,39,Male,Corporate,639000,4.6,1.3,News,19.6,8.3,4,High,10
UID23384,Maharashtra,Tier 3,56,Female,Unemployed,10000,6.6,0.8,News,36.4,6.4,8,Low,9
UID23385,Tamil Nadu,Tier 2,54,Female,Freelancer,724000,4.1,1.2,Productivity,22.0,7.6,2,High,10
UID23386,Kerala,Tier 2,23,Female,Student,13000,11.4,6.6,Social,58.4,6.8,8,Medium,8
UID23387,Maharashtra,Tier 3,21,Male,Student,21000,6.1,4.2,Social,29.3,7.7,5,High,10
UID23388,Uttar Pradesh,Tier 2,32,Male,Freelancer,67000,4.4,1.0,News,27.1,6.4,7,Medium,9
UID23389,Telangana,Tier 1,41,Male,Corporate,1204000,7.8,2.4,News,27.0,5.1,7,Low,5
UID23390,Maharashtra,Tier 2,22,Male,Tech,46000,6.6,3.6,Gaming,34.0,8.9,5,High,10
UID23391,West Bengal,Tier 2,27,Female,Corporate,398000,7.1,2.9,Social,45.9,5.1,8,Low,5
UID23392,Maharashtra,Tier 2,21,Male,Student,14000,14.0,7.6,Social,76.1,5.4,8,Low,6
UID23393,Rajasthan,Tier 3,37,Male,Tech,121000,6.6,2.4,Productivity,24.4,6.0,9,Low,5
UID23394,Maharashtra,Tier 2,32,Male,Tech,346000,5.8,2.4,Productivity,31.4,4.7,10,Low,4
UID23395,Rajasthan,Tier 3,43,Male,Tech,385000,8.3,4.0,Productivity,47.9,7.5,7,Medium,7
UID23396,West Bengal,Tier 1,20,Male,Freelancer,314000,4.7,2.5,Social,40.2,7.6,5,High,8
UID23397,Delhi,Tier 2,24,Male,Student,5000,9.5,5.6,Gaming,48.3,6.8,7,Medium,8
UID23398,Telangana,Tier 2,25,Female,Student,10000,5.8,4.1,Gaming,35.3,7.1,5,Medium,10
UID23399,Maharashtra,Tier 3,30,Male,Freelancer,193000,8.5,3.4,Social,39.2,6.4,7,Low,8
UID23400,Maharashtra,Tier 1,21,Female,Student,13000,8.4,5.2,Gaming,58.8,6.2,7,Low,8
UID23401,Karnataka,Tier 2,34,Female,Corporate,598000,7.5,3.1,Productivity,48.2,6.8,8,Low,5
UID23402,Delhi,Tier 3,30,Male,Tech,362000,11.7,3.1,Social,43.3,5.8,9,Low,6
UID23403,West Bengal,Tier 2,32,Male,Tech,559000,4.9,2.0,News,22.6,6.0,7,Low,7
UID23404,Delhi,Tier 1,39,Female,Corporate,1012000,12.2,5.6,Social,43.2,3.9,10,Low,4
UID23405,Gujarat,Tier 3,19,Male,Tech,237000,4.0,1.6,Productivity,8.2,6.5,6,Medium,8
UID23406,Gujarat,Tier 2,18,Female,Student,21000,4.4,2.7,Social,27.3,7.5,5,High,10
UID23407,West Bengal,Tier 2,41,Female,Freelancer,410000,6.7,2.7,Social,31.2,6.4,7,Low,7
UID23408,Telangana,Tier 2,30,Female,Healthcare,551000,3.0,1.4,Social,14.8,7.2,6,Medium,9
UID23409,Kerala,Tier 1,24,Female,Student,10000,10.3,5.8,Gaming,60.1,5.1,7,Low,7
UID23410,Maharashtra,Tier 2,26,Male,Corporate,419000,7.2,2.7,News,35.9,5.0,10,Low,5
UID23411,Uttar Pradesh,Tier 2,19,Female,Tech,83000,7.6,5.2,Social,54.3,6.9,5,Medium,10
UID23412,Rajasthan,Tier 2,26,Male,Student,20000,6.2,3.7,Social,54.3,7.0,7,Medium,9
UID23413,Telangana,Tier 1,40,Male,Unemployed,3000,3.8,1.0,News,18.4,8.2,4,High,10
UID23414,Uttar Pradesh,Tier 2,30,Female,Unemployed,8000,1.7,0.2,News,22.3,7.2,4,High,10
UID23415,Kerala,Tier 2,46,Male,Corporate,1060000,7.4,2.2,Productivity,25.7,6.3,8,Low,7
UID23416,West Bengal,Tier 2,32,Male,Corporate,541000,8.8,2.8,News,31.0,7.3,8,Medium,6
UID23417,Maharashtra,Tier 1,44,Female,Corporate,1237000,2.2,0.5,Productivity,20.0,8.5,2,High,10
UID23418,West Bengal,Tier 2,62,Male,Unemployed,49000,2.1,0.5,Social,1.5,9.3,3,High,10
UID23419,Telangana,Tier 2,36,Female,Corporate,547000,3.5,1.0,Social,10.0,7.5,5,Medium,10
UID23420,Uttar Pradesh,Tier 3,32,Female,Tech,225000,6.8,3.0,Social,30.6,7.8,7,Medium,8
UID23421,Gujarat,Tier 1,25,Male,Tech,205000,15.9,12.2,Productivity,79.8,5.2,7,Low,6
UID23422,Kerala,Tier 3,22,Male,Student,12000,9.3,5.4,Social,57.8,5.6,9,Low,7
UID23423,Gujarat,Tier 2,19,Male,Tech,0,4.6,3.2,Social,49.4,7.2,5,Medium,10
UID23424,West Bengal,Tier 2,33,Male,Freelancer,375000,6.7,2.7,Productivity,25.9,5.9,6,Low,6
UID23425,Maharashtra,Tier 3,28,Female,Tech,138000,8.9,2.8,Productivity,42.3,7.0,7,Medium,7
UID23426,Gujarat,Tier 3,57,Male,Corporate,1020000,3.2,0.4,Productivity,17.6,8.0,3,High,10
UID23427,Uttar Pradesh,Tier 1,22,Female,Student,4000,7.2,4.6,Gaming,44.0,6.6,5,Medium,9
UID23428,Maharashtra,Tier 2,39,Female,Corporate,871000,4.1,1.6,Productivity,13.7,7.2,5,Medium,8
UID23429,Tamil Nadu,Tier 2,21,Male,Student,5000,8.8,6.6,News,66.4,6.4,5,Medium,8
UID23430,Telangana,Tier 2,20,Male,Tech,59000,5.6,3.9,Gaming,42.8,8.5,2,High,10
UID23431,Delhi,Tier 2,45,Female,Unemployed,66000,3.7,1.0,News,8.0,6.6,6,Medium,8
UID23432,Rajasthan,Tier 2,46,Female,Tech,1130000,5.1,2.1,Productivity,12.1,6.3,6,Low,7
UID23433,Gujarat,Tier 2,28,Male,Tech,508000,3.4,1.1,Productivity,21.1,8.7,5,High,10
UID23434,Maharashtra,Tier 2,26,Male,Tech,412000,8.2,4.6,Gaming,55.8,8.3,3,High,10
UID23435,Rajasthan,Tier 3,23,Male,Tech,73000,9.8,7.3,Social,58.7,6.2,6,Medium,9
UID23436,Maharashtra,Tier 3,43,Male,Tech,424000,5.8,2.2,Social,26.6,7.3,7,Medium,8
UID23437,Telangana,Tier 1,24,Male,Student,7000,4.5,2.4,Social,36.0,8.6,3,High,10
UID23438,Maharashtra,Tier 2,18,Male,Tech,194000,5.8,3.4,News,39.1,9.1,2,High,10
UID23439,Kerala,Tier 2,26,Male,Unemployed,9000,9.5,5.7,News,64.2,7.2,5,Medium,9
UID23440,Karnataka,Tier 1,35,Male,Tech,882000,3.5,1.7,Gaming,15.8,7.3,5,Medium,9
UID23441,Delhi,Tier 3,43,Male,Corporate,553000,3.2,1.0,Productivity,0.0,8.7,3,High,10
UID23442,Delhi,Tier 2,25,Male,Tech,175000,8.2,2.3,Productivity,39.1,6.4,9,Low,7
UID23443,Maharashtra,Tier 3,63,Male,Freelancer,324000,6.6,1.2,Productivity,26.1,7.4,5,Medium,10
UID23444,Delhi,Tier 2,23,Male,Corporate,170000,11.3,3.1,News,33.9,4.1,10,Low,4
UID23445,Maharashtra,Tier 3,36,Male,Corporate,479000,2.5,0.6,News,20.8,9.7,4,High,10
UID23446,Telangana,Tier 2,38,Male,Corporate,861000,3.4,1.0,Productivity,0.0,7.9,4,High,10
UID23447,Kerala,Tier 3,28,Female,Corporate,0,9.0,2.6,Productivity,32.7,4.5,9,Low,3
UID23448,Telangana,Tier 1,19,Male,Student,35000,8.8,6.0,Social,65.1,6.7,8,Medium,8
UID23449,Karnataka,Tier 3,34,Female,Freelancer,64000,8.4,4.0,Productivity,36.7,6.2,8,Low,6
UID23450,Maharashtra,Tier 2,21,Male,Student,6000,4.9,2.9,Gaming,45.0,8.8,4,High,10
UID23451,Maharashtra,Tier 2,22,Male,Student,5000,6.0,4.4,Gaming,42.7,7.6,4,High,10
UID23452,Delhi,Tier 3,50,Male,Unemployed,10000,6.1,1.7,Productivity,33.1,7.6,6,High,10
UID23453,Gujarat,Tier 3,24,Male,Tech,116000,11.7,7.2,Gaming,67.5,5.5,8,Low,6
UID23454,West Bengal,Tier 3,30,Female,Healthcare,272000,3.8,0.6,News,15.3,9.0,4,High,10
UID23455,Tamil Nadu,Tier 1,36,Female,Freelancer,452000,6.4,3.0,Social,31.6,5.3,7,Low,5
UID23456,Kerala,Tier 1,25,Male,Student,12000,9.6,6.7,Social,60.3,7.9,6,High,10
UID23457,Delhi,Tier 3,41,Male,Corporate,555000,1.9,0.8,Social,3.2,8.1,5,High,10
UID23458,Tamil Nadu,Tier 3,29,Male,Corporate,417000,5.9,2.3,Productivity,25.4,7.2,6,Medium,6
UID23459,Uttar Pradesh,Tier 2,23,Male,Freelancer,265000,13.4,10.2,Gaming,77.5,6.0,7,Low,8
UID23460,Karnataka,Tier 1,30,Male,Corporate,758000,6.5,3.1,Productivity,38.0,6.6,7,Medium,7
UID23461,Gujarat,Tier 2,37,Female,Tech,698000,9.3,2.9,Productivity,36.5,5.5,8,Low,5
UID23462,Tamil Nadu,Tier 2,23,Male,Freelancer,338000,2.8,1.8,Social,28.8,8.8,2,High,10
UID23463,Karnataka,Tier 1,18,Male,Student,6000,13.9,9.6,Social,60.4,4.2,10,Low,5
UID23464,Maharashtra,Tier 2,25,Male,Unemployed,5000,10.8,6.1,Gaming,65.5,6.0,8,Low,7
UID23465,Karnataka,Tier 3,22,Female,Freelancer,0,5.3,3.4,Gaming,28.5,7.0,6,Medium,9
UID23466,Maharashtra,Tier 2,21,Female,Student,34000,7.3,5.2,Social,67.3,7.8,6,High,10
UID23467,Tamil Nadu,Tier 2,34,Female,Corporate,833000,8.0,3.8,Productivity,39.8,5.7,10,Low,4
UID23468,Uttar Pradesh,Tier 3,22,Male,Student,8000,6.9,5.4,Social,48.2,8.0,5,High,10
UID23469,Karnataka,Tier 3,30,Male,Healthcare,140000,2.2,0.4,Productivity,2.3,7.1,5,High,10
UID23470,Tamil Nadu,Tier 1,22,Male,Freelancer,199000,8.7,4.7,Social,49.1,8.0,4,High,10
UID23471,Tamil Nadu,Tier 2,34,Female,Corporate,769000,8.0,3.0,Gaming,43.8,5.4,9,Low,5
UID23472,Tamil Nadu,Tier 2,33,Male,Tech,598000,3.1,0.8,Social,23.8,7.8,3,High,10
UID23473,Delhi,Tier 2,36,Female,Healthcare,627000,2.9,0.7,News,20.3,9.1,1,High,10
UID23474,Delhi,Tier 2,29,Male,Corporate,465000,7.3,2.2,Social,33.7,7.4,7,Medium,9
UID23475,West Bengal,Tier 2,23,Male,Tech,105000,5.4,4.1,Social,24.4,7.0,5,Medium,10
UID23476,Delhi,Tier 2,40,Male,Healthcare,912000,4.9,0.7,News,27.6,7.0,4,High,10
UID23477,Delhi,Tier 1,18,Male,Unemployed,12000,6.1,3.5,Social,47.3,7.5,5,High,10
UID23478,Kerala,Tier 1,21,Female,Unemployed,3000,8.1,5.7,News,48.4,7.0,8,Medium,9
UID23479,Uttar Pradesh,Tier 3,18,Male,Student,31000,12.0,8.4,Social,55.4,5.3,10,Low,4
UID23480,Gujarat,Tier 3,37,Female,Freelancer,360000,4.1,1.5,News,13.8,5.7,7,Low,6
UID23481,Delhi,Tier 1,24,Male,Unemployed,8000,10.2,7.6,Gaming,63.9,7.4,5,High,10
UID23482,West Bengal,Tier 3,36,Male,Corporate,369000,3.3,0.7,Gaming,13.4,6.8,8,Low,7
UID23483,Karnataka,Tier 2,43,Female,Freelancer,422000,4.9,1.0,Social,19.9,7.2,8,Low,8
UID23484,Uttar Pradesh,Tier 3,45,Male,Corporate,504000,7.5,0.9,Social,28.8,6.6,4,Medium,8
UID23485,Uttar Pradesh,Tier 1,23,Female,Student,14000,10.4,6.7,Gaming,60.8,6.0,7,Low,8
UID23486,West Bengal,Tier 1,20,Female,Student,4000,12.3,6.5,Gaming,67.7,5.7,9,Low,6
UID23487,Gujarat,Tier 2,18,Male,Freelancer,0,14.5,10.6,Gaming,78.2,5.0,8,Low,6
UID23488,Maharashtra,Tier 3,18,Female,Student,10000,16.4,11.3,Social,90.6,6.2,10,Low,6
UID23489,Gujarat,Tier 2,26,Male,Tech,0,4.5,1.4,Productivity,15.4,6.6,6,Medium,7
UID23490,Maharashtra,Tier 3,37,Male,Corporate,303000,8.5,3.1,News,50.8,5.3,8,Low,6
UID23491,Uttar Pradesh,Tier 2,32,Female,Corporate,576000,3.3,0.9,News,14.0,7.6,4,High,8
UID23492,Tamil Nadu,Tier 1,44,Male,Corporate,1495000,7.7,2.3,Gaming,31.9,7.0,7,Medium,8
UID23493,Delhi,Tier 3,50,Female,Freelancer,163000,4.1,0.7,Social,8.5,9.0,1,High,10
UID23494,West Bengal,Tier 1,23,Female,Student,4000,8.0,6.4,Gaming,48.6,7.7,6,High,10
UID23495,Tamil Nadu,Tier 3,36,Male,Unemployed,8000,4.4,1.1,Social,12.9,8.0,5,High,10
UID23496,Kerala,Tier 3,23,Male,Student,14000,5.3,4.1,Gaming,27.1,7.8,6,High,10
UID23497,West Bengal,Tier 1,32,Female,Freelancer,526000,6.7,3.1,Productivity,30.4,7.8,5,High,10
UID23498,Karnataka,Tier 2,34,Male,Corporate,494000,9.1,3.0,Productivity,45.5,5.6,8,Low,6
UID23499,West Bengal,Tier 1,27,Male,Corporate,487000,7.2,1.7,Productivity,29.1,6.2,7,Low,6
UID23500,West Bengal,Tier 2,31,Male,Corporate,483000,4.8,1.2,Social,20.3,7.3,4,High,10
UID23501,Kerala,Tier 3,41,Female,Tech,493000,5.5,1.4,Productivity,31.2,6.0,7,Low,6
UID23502,Maharashtra,Tier 2,49,Male,Freelancer,385000,5.5,0.8,Productivity,31.3,8.6,5,High,10
UID23503,West Bengal,Tier 1,30,Male,Tech,936000,3.6,1.5,Productivity,7.7,7.9,4,High,10
UID23504,Maharashtra,Tier 1,33,Male,Freelancer,311000,5.2,1.8,News,26.7,6.9,6,Medium,8
UID23505,Delhi,Tier 3,20,Male,Student,12000,8.5,5.8,Social,54.4,5.9,7,Low,9
UID23506,Karnataka,Tier 3,19,Female,Student,6000,7.1,5.2,Gaming,45.0,6.9,7,Medium,8
UID23507,Rajasthan,Tier 1,65,Male,Healthcare,2039000,4.2,0.7,Productivity,15.5,7.2,6,Medium,10
UID23508,Karnataka,Tier 1,33,Male,Corporate,721000,10.0,3.5,Social,22.5,5.9,7,Low,6
UID23509,Tamil Nadu,Tier 1,31,Female,Corporate,659000,8.1,3.3,Social,36.7,6.3,6,Medium,6
UID23510,Gujarat,Tier 2,18,Male,Student,7000,8.5,4.8,Gaming,59.3,7.1,6,Medium,10
UID23511,Maharashtra,Tier 2,18,Male,Student,5000,8.6,5.1,Productivity,43.3,6.0,8,Low,8
UID23512,Tamil Nadu,Tier 2,26,Male,Tech,340000,5.5,4.1,News,43.7,7.2,5,Medium,10
UID23513,Delhi,Tier 1,35,Male,Tech,1011000,8.3,3.9,Social,35.2,6.2,6,Low,6
UID23514,Tamil Nadu,Tier 3,20,Female,Student,64000,7.8,4.8,Social,47.9,7.4,6,Medium,10
UID23515,Maharashtra,Tier 3,23,Male,Tech,0,6.6,3.9,Social,39.3,8.3,5,High,10
UID23516,Maharashtra,Tier 2,38,Male,Healthcare,512000,5.6,1.8,Productivity,29.1,6.2,7,Low,6
UID23517,Maharashtra,Tier 3,38,Male,Corporate,253000,12.1,5.9,Productivity,47.7,3.9,10,Low,4
UID23518,West Bengal,Tier 3,23,Male,Tech,125000,9.1,7.0,Gaming,61.4,6.0,8,Low,7
UID23519,Karnataka,Tier 2,33,Male,Corporate,466000,6.1,2.4,Productivity,23.5,5.8,8,Low,5
UID23520,Karnataka,Tier 2,39,Female,Corporate,626000,5.3,1.6,Productivity,21.4,7.9,4,High,9
UID23521,Karnataka,Tier 3,29,Male,Healthcare,240000,4.6,1.7,Social,14.2,7.3,4,High,8
UID23522,Gujarat,Tier 3,45,Female,Healthcare,352000,5.9,1.4,Productivity,25.0,7.0,5,Medium,9
UID23523,Uttar Pradesh,Tier 1,50,Male,Freelancer,934000,4.2,0.8,Productivity,27.4,7.4,3,High,10
UID23524,Maharashtra,Tier 1,19,Male,Student,14000,4.9,3.3,Social,42.0,8.8,3,High,10
UID23525,Karnataka,Tier 2,20,Male,Freelancer,419000,6.1,3.3,Social,45.2,7.1,4,High,9
UID23526,Gujarat,Tier 1,31,Male,Corporate,364000,9.6,3.7,Social,38.5,5.4,7,Low,4
UID23527,Rajasthan,Tier 1,42,Female,Corporate,1288000,9.4,2.3,News,51.0,5.4,10,Low,5
UID23528,Maharashtra,Tier 2,26,Male,Unemployed,9000,11.8,9.3,Social,62.3,6.8,6,Medium,10
UID23529,West Bengal,Tier 1,20,Male,Student,9000,6.9,3.9,Social,53.9,8.5,4,High,10
UID23530,Maharashtra,Tier 3,25,Male,Tech,0,7.9,3.9,News,35.7,6.8,6,Medium,7
UID23531,Karnataka,Tier 2,22,Female,Unemployed,46000,3.1,1.7,Productivity,25.4,7.8,3,High,10
UID23532,Maharashtra,Tier 2,56,Female,Healthcare,893000,3.6,0.9,News,33.3,7.1,5,Medium,10
UID23533,Rajasthan,Tier 1,23,Male,Student,14000,7.1,3.8,Social,52.0,6.7,6,Medium,10
UID23534,Gujarat,Tier 2,26,Male,Unemployed,12000,2.2,0.4,News,22.2,8.1,2,High,10
UID23535,Karnataka,Tier 3,25,Male,Unemployed,14000,8.7,4.7,News,49.5,5.8,7,Low,7
UID23536,Karnataka,Tier 3,24,Male,Student,22000,9.0,5.8,Social,63.0,6.4,8,Low,9
UID23537,Tamil Nadu,Tier 2,18,Male,Student,12000,7.9,4.9,Gaming,44.0,6.9,7,Medium,7
UID23538,Maharashtra,Tier 1,44,Male,Unemployed,1000,3.0,0.5,Productivity,8.6,8.6,3,High,10
UID23539,Maharashtra,Tier 2,24,Male,Unemployed,35000,4.6,3.3,Gaming,41.4,9.0,3,High,10
UID23540,West Bengal,Tier 1,36,Male,Corporate,699000,6.9,3.2,Gaming,27.4,6.3,7,Low,7
UID23541,Uttar Pradesh,Tier 2,63,Non-binary,Corporate,1604000,3.0,0.7,Productivity,28.6,9.1,2,High,10
UID23542,Gujarat,Tier 2,30,Female,Tech,341000,4.1,1.7,Productivity,20.3,8.1,6,High,9
UID23543,Uttar Pradesh,Tier 2,19,Female,Student,47000,7.1,4.4,Gaming,52.7,8.6,5,High,10
UID23544,Maharashtra,Tier 3,22,Male,Corporate,0,6.1,1.0,Productivity,25.6,7.6,4,High,10
UID23545,Rajasthan,Tier 1,41,Male,Healthcare,1037000,4.7,1.0,Productivity,25.8,7.8,2,High,10
UID23546,Rajasthan,Tier 2,20,Female,Tech,100000,7.7,5.8,Productivity,50.7,7.7,5,High,9
UID23547,Tamil Nadu,Tier 2,24,Female,Healthcare,69000,3.5,1.2,Productivity,23.8,6.4,8,Low,7
UID23548,Delhi,Tier 3,51,Male,Freelancer,252000,5.3,0.7,News,27.6,7.7,6,High,9
UID23549,Tamil Nadu,Tier 1,39,Male,Freelancer,645000,2.1,0.5,Productivity,0.0,8.0,3,High,10
UID23550,Karnataka,Tier 3,18,Male,Unemployed,2000,4.6,2.9,Social,25.8,8.6,5,High,10
UID23551,Telangana,Tier 2,26,Male,Tech,0,8.8,2.2,Productivity,43.5,4.8,9,Low,4
UID23552,Telangana,Tier 1,22,Male,Student,17000,10.1,6.9,Social,45.9,6.1,8,Low,7
UID23553,West Bengal,Tier 3,21,Male,Student,15000,13.6,9.8,Gaming,100.0,5.6,9,Low,6
UID23554,Delhi,Tier 1,28,Female,Student,14000,7.0,4.1,Social,35.7,6.9,6,Medium,10
UID23555,Telangana,Tier 2,26,Female,Unemployed,16000,7.2,3.8,News,36.7,7.1,4,High,8
UID23556,Maharashtra,Tier 1,32,Female,Healthcare,414000,4.8,1.5,Productivity,21.9,6.6,7,Medium,8
UID23557,Maharashtra,Tier 2,37,Male,Freelancer,205000,6.6,2.3,Social,24.2,6.4,6,Low,6
UID23558,Tamil Nadu,Tier 3,20,Female,Tech,0,9.3,7.0,Social,56.0,6.2,6,Medium,8
UID23559,Maharashtra,Tier 2,18,Male,Freelancer,89000,9.3,4.8,Social,62.2,7.4,5,High,10
UID23560,Tamil Nadu,Tier 3,20,Female,Student,5000,11.1,6.1,Social,70.2,6.1,6,Medium,8
UID23561,Gujarat,Tier 3,57,Male,Corporate,927000,2.7,0.6,Productivity,0.8,7.9,3,High,10
UID23562,Karnataka,Tier 1,40,Male,Corporate,1247000,4.0,1.1,Social,22.4,8.3,4,High,10
UID23563,Maharashtra,Tier 2,23,Female,Student,9000,5.1,3.4,Gaming,33.5,7.2,5,Medium,10
UID23564,Rajasthan,Tier 3,53,Female,Freelancer,410000,6.4,1.1,Productivity,26.3,6.7,4,Medium,9
UID23565,Maharashtra,Tier 3,21,Female,Tech,0,6.2,3.5,Social,41.9,7.6,4,High,10
UID23566,Rajasthan,Tier 2,37,Male,Corporate,734000,2.4,0.6,Productivity,31.8,5.8,6,Low,7
UID23567,Maharashtra,Tier 1,53,Female,Healthcare,1414000,2.2,0.4,News,14.5,8.7,3,High,10
UID23568,Telangana,Tier 3,23,Male,Student,5000,8.4,6.1,Social,37.9,7.4,8,Medium,10
UID23569,Rajasthan,Tier 1,44,Female,Corporate,1249000,5.7,2.7,Productivity,31.7,7.5,6,Medium,9
UID23570,Rajasthan,Tier 3,18,Male,Unemployed,5000,6.2,4.7,Social,38.5,6.3,7,Medium,8
UID23571,Rajasthan,Tier 1,26,Female,Tech,414000,7.2,4.9,Productivity,37.5,5.8,8,Low,8
UID23572,Rajasthan,Tier 2,22,Female,Corporate,181000,3.4,1.1,Productivity,32.4,8.1,5,High,9
UID23573,Delhi,Tier 3,42,Male,Corporate,600000,3.0,0.8,Productivity,11.7,7.2,3,High,10
UID23574,Tamil Nadu,Tier 3,36,Female,Freelancer,213000,8.3,3.5,Gaming,33.4,5.5,9,Low,7
UID23575,Tamil Nadu,Tier 2,51,Female,Freelancer,390000,5.5,0.9,Productivity,17.5,7.3,5,High,9
UID23576,Rajasthan,Tier 1,38,Male,Unemployed,10000,8.4,0.9,Productivity,44.8,6.5,7,Medium,7
UID23577,West Bengal,Tier 2,28,Male,Freelancer,113000,8.7,5.0,Gaming,51.3,7.5,6,Medium,8
UID23578,Telangana,Tier 3,18,Female,Unemployed,25000,8.7,4.4,News,68.1,6.0,6,Medium,6
UID23579,Gujarat,Tier 1,19,Male,Healthcare,345000,6.8,2.5,Gaming,32.1,6.4,5,Medium,8
UID23580,Tamil Nadu,Tier 1,34,Male,Freelancer,326000,7.0,1.4,Productivity,33.8,6.0,7,Low,7
UID23581,Rajasthan,Tier 2,23,Female,Student,25000,10.0,7.9,News,62.2,6.0,7,Low,7
UID23582,Uttar Pradesh,Tier 2,58,Male,Freelancer,649000,4.8,1.3,News,18.0,7.8,5,High,10
UID23583,Uttar Pradesh,Tier 2,39,Female,Tech,554000,4.1,1.7,Productivity,14.0,8.2,5,High,10
UID23584,Kerala,Tier 3,22,Female,Tech,66000,5.8,3.3,Social,21.9,6.4,6,Medium,9
UID23585,Tamil Nadu,Tier 2,39,Male,Tech,504000,6.1,2.0,Productivity,25.8,7.2,6,Medium,8
UID23586,Delhi,Tier 2,23,Male,Tech,15000,9.1,7.0,Productivity,47.7,5.8,8,Low,8
UID23587,West Bengal,Tier 3,25,Female,Corporate,0,7.4,1.6,Productivity,46.2,4.4,10,Low,3
